ingresos,egresos,activos,pasivos,vol_trans,a_econ,edad,anos_afil,genero,estado_civil,ocupacion,nivel_estudio,tipo_vivienda,estrato,num_hijos,personas_cargo,special_test_1
12000000,3350000,434726000,203000000,3600000,A4,59,6.7,M,CASADO,INDEPENDIENTE,ESPECIALIZACION,PROPIA,E3,3,0,2.094237668
2500000,800000,17000000,1200000,750000,A4,58,0.6,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,1,0,2.07719064
0,1353000,145425000,22000000,0,A4,57,15.1,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,2,0,2.02192674
4500000,1200000,0,0,1350000,A4,59,0.2,M,CASADO,INDEPENDIENTE,BACHILLERATO,PROPIA,E3,2,0,1.060204123
2000000,1000000,80000000,1000000,600000,A2,37,3.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.013360402
22800000,7800000,650000000,137800000,6840000,A4,48,3.6,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,0,0,2.039345223
4000000,2500000,42000000,20000000,1200000,A2,56,0.9,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,3.005356819
8500000,1350000,280000000,58413000,2550000,A2,52,1.1,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E5,2,1,2.07709405
6500000,900000,60000000,0,1950000,A4,50,0.4,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,1,0,3.039097646
5500000,2780000,125192000,64387000,1650000,A2,36,7.6,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.06254078
2269000,500000,90500000,1000000,680700,A2,36,1.4,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,2.04536218
3094521,1911000,92500000,40000000,928356,A2,33,3.6,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,3.019599972
0,1400000,30000000,0,0,A2,33,0.2,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,0,1.058528982
3050000,1320000,170000000,50000000,915000,A2,34,0.6,M,SOLTERO,EMPLEADO,TECN-TECNOL,PROPIA,E3,0,0,1.004638415
1391389,950000,264000000,53000000,417416,A2,38,0.2,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,2,0,2.063083419
2700000,300000,40000000,0,810000,A2,35,0.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,0.07503815146
3870000,1000000,0,0,1161000,A2,34,0.2,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,1,0,3.06396714
1682000,1180000,2500000,200000,504600,A2,34,0.4,M,SOLTERO,EMPLEADO,TECN-TECNOL,ARRENDADA,E2,0,0,0.074376396
8150000,2500000,480000000,30000000,2445000,A2,55,11,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,1,3.037828215
3200000,700000,22000000,16000000,960000,A2,56,0.4,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,1,0,0.07218930204
0,7919000,225000000,120470000,0,A4,53,14.1,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,1,1,3.066078353
1233000,200000,20000000,0,369900,A2,51,3.9,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,1.01669664
4756000,1825000,300000000,520000000,1426800,A4,49,0.3,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,0,1,1.072636142
0,900000,125000000,100000,0,A2,48,3.4,M,SOLTERO,EMPLEADO,TECN-TECNOL,PROPIA,E5,1,1,3.007399606
1500000,1281000,20000000,5593000,450000,A2,47,0.3,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E4,0,0,0.08933306848
3576355,2500000,52972000,26514000,1072906,A2,44,4.5,M,CASADO,EMPLEADO,DOCTORADO,FAMILIAR,E3,1,1,0.07112417406
12800000,1200000,0,0,3840000,A4,42,1.6,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,1,1,3.050181634
2197379,400000,81000000,28000000,659213,A2,42,6.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.029867516
1880000,647000,150000000,9910000,564000,A2,41,0.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,1.072052553
1700000,400000,7000000,100000,510000,A4,40,1,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E2,1,1,1.081715193
1700000,534000,0,0,510000,A2,39,5.2,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,2.013780703
1800000,500000,0,0,540000,A2,36,8.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.077131988
6500000,2284000,222000000,3634000,1950000,A4,36,3.7,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,1,1,0.0183171205
4500000,1216000,15000000,2170000,1350000,A2,37,1.9,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.062089358
3000000,1300000,94784000,11914000,900000,A2,31,7.4,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E5,0,0,2.033267036
3995521,1292000,142000000,92000,1198656,A2,47,0.6,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,0.07677773448
900000,492000,800000,540000,270000,A2,32,0.6,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,2.074001527
3269500,1200000,5000000,0,980850,A2,39,0.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,2.04406193
5257582,3545000,539451000,9409000,1577274,A6,70,0.6,M,CASADO,PENSIONADO,UNIVERSITARIO,FAMILIAR,E6,4,0,0.04050311689
8267000,5126000,230000000,17880000,2480100,A2,43,5.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,3.055373172
5719542,2000000,245000000,3000000,1715862,A2,34,4.6,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E5,0,0,0.02420320459
4840282,2281000,0,0,1452084,A2,38,7.4,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,1.063391404
5000000,1300000,250000000,180000000,1500000,A4,42,0.2,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,1,1,2.044291964
0,500000,35000000,8000000,0,A2,34,0.3,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.0206566245
1500000,600000,0,0,450000,A2,31,0.1,M,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,0,0,1.034328923
1411790,300000,12000000,0,423537,A2,35,0.6,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.06115823516
7000000,3192000,104000000,58000000,2100000,A4,33,3.6,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,ARRENDADA,E4,0,0,3.05945514
3800000,600000,290000000,0,1140000,A2,33,0.1,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,3.007986479
1880000,630000,7000000,1700000,564000,A2,32,1.2,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,1.082105546
15000000,6500000,3797500000,33407000,4500000,A4,71,1,M,CASADO,INDEPENDIENTE,ESPECIALIZACION,FAMILIAR,E6,2,0,2.004290283
2452199,600000,121000000,500000,735659,A6,72,9,M,CASADO,PENSIONADO,ESPECIALIZACION,PROPIA,E3,3,0,0.009842646075
7600000,1200000,32000000,5000000,2280000,A2,70,0.7,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E6,3,0,0.007070848794
0,4000000,200000000,1000000,0,A2,70,0.4,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,0.05278047401
616000,4094000,149200000,75926000,184800,A4,66,4.8,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,0,0,0.05375063753
0,1600000,116000000,8100000,0,A4,65,0.7,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,2,0,0.09004031829
16000000,8900000,341500000,185000000,4800000,A2,64,0.7,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,3,1,0.009992433409
4584000,2992000,36000000,10235000,1375200,A2,55,0.2,M,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E4,2,0,0.09477740185
6317390,2785000,300000000,45000000,1895217,A2,53,2.2,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,1.033903394
5000000,2356000,559000000,15305000,1500000,A2,40,0.8,M,DIVORCIADO,EMPLEADO,TECN-TECNOL,PROPIA,E4,2,1,3.095540366
4500000,3925000,11550618,1269905,1350000,A4,51,7.6,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,ARRENDADA,E4,3,4,0.04654413922
0,2000000,82000000,1000000,0,A4,51,0.4,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E4,0,0,0.0580730423
994000,410000,40000000,700000,298200,A2,35,0.5,M,DIVORCIADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,2,0,0.08157304799
1500000,600000,32000000,332000,450000,A2,38,2.5,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,0.0561406727
5101000,1490000,37000000,2000000,1530300,A2,47,0.5,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,3,1,0.09789114865
14000000,5587482,880000000,271980000,4200000,A2,49,4.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,3,0,0.06256039948
3500000,600000,70000000,12000000,1050000,A2,31,2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,0.07831311157
0,1100000,105000000,38000000,0,A4,52,0.2,M,SOLTERO,INDEPENDIENTE,TECN-TECNOL,PROPIA,E2,2,1,2.032338464
3457000,1400000,0,0,1037100,A2,48,0.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,3.004574996
3000000,740000,620000000,1000000,900000,A2,47,0.4,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,3,2,1.068664265
4000000,1295000,0,0,1200000,A2,45,0.7,M,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,0,0,1.094399595
2377800,1133000,204500000,81161000,713340,A2,42,1,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,1,1,3.059484016
5932604,1790000,62000000,0,1779781,A2,40,15.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.009875345
4000000,1798000,480000000,1691000,1200000,A4,42,1,M,UNION_LIBRE,INDEPENDIENTE,TECN-TECNOL,PROPIA,E3,2,1,2.047474505
1850000,900000,20000000,8000000,555000,A2,41,0.3,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,0,0,2.098064954
2300000,800000,10000000,500000,690000,A2,42,4.2,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,1,1,3.049459962
3182700,800000,10000000,0,954810,A2,32,0.1,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,0,2,0.004545022878
3500000,1100000,125000000,8000000,1050000,A2,39,11.7,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E6,1,0,0.07266283472
4900000,2080000,33000000,10000000,1470000,A2,39,0.4,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,1.008488134
6570000,2300000,190000000,50000000,1971000,A2,38,0.5,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E6,1,1,1.084651886
2200000,800000,40000000,2000000,660000,A2,38,0.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E6,0,0,0.06393399152
1664784,885000,14000000,13000000,499435,A2,36,4.2,M,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E5,0,0,1.081448619
18000000,1000000,35000000,0,5400000,A2,43,0.4,M,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E5,0,0,0.09605637368
1800000,1220000,60000000,26000000,540000,A2,43,0.8,M,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,3,0,1.063975796
3250000,1000000,35000000,0,975000,A2,41,0.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,0.09351785789
3425086,300000,12500000,0,1027525,A2,41,3.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E6,0,0,2.076879406
2062000,1244000,87600000,35000000,618600,A2,40,1.4,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,3,0.05841432883
4000000,1300000,60000000,3000000,1200000,A4,35,5,M,SOLTERO,INDEPENDIENTE,ESPECIALIZACION,FAMILIAR,E4,0,0,3.085728096
4500000,2900000,101500000,0,1350000,A2,70,6.2,M,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,1,1,0.02384655084
5000000,300000,300000000,0,1500000,A2,69,37.9,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,0,1.068691775
9651367,1600000,130000000,8000000,2895410,A2,66,41.1,M,CASADO,EMPLEADO,DOCTORADO,PROPIA,E3,6,1,0.02581618726
15820000,8300000,1036000000,140000000,4746000,A6,65,24.6,M,CASADO,PENSIONADO,ESPECIALIZACION,PROPIA,E3,2,3,2.077023707
5695186,1694000,150000000,12000000,1708555,A6,63,4,M,DIVORCIADO,PENSIONADO,ESPECIALIZACION,FAMILIAR,E3,0,0,0.02092877293
6000000,2000000,201000000,20000000,1800000,A4,63,1.6,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E5,0,0,2.075018116
14144000,9331000,760000000,200000000,4243200,A2,58,25.8,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,2,2,1.074296395
4700000,1900000,100000000,20000000,1410000,A2,61,0.4,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,1.004587931
3278000,650000,156000000,0,983400,A2,59,33.5,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,4,1,1.00306789
3220150,800000,126500000,3500000,966045,A2,54,12.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,0.03220500075
6400000,3650000,185000000,80000000,1920000,A2,57,20.1,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,2,3,2.050174601
2131000,500000,40000000,0,639300,A6,57,21.3,M,UNION_LIBRE,PENSIONADO,UNIVERSITARIO,PROPIA,E4,3,0,1.026667725
8000000,2000000,200000000,40000000,2400000,A2,56,0.6,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,3.08016485
3915350,1400000,193000000,40000000,1174605,A2,56,5.9,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,1,1.085008744
4400000,1200000,120000000,1000000,1320000,A2,55,4.4,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,FAMILIAR,E6,0,0,1.034410456
34012100,15000000,1122000000,200000000,10203630,A2,55,5.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,2,1,1.070827953
1500000,5000000,277000000,100000000,450000,A2,55,25,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,4,2,1.056503772
3792608,725000,182000000,10000000,1137782,A2,53,7.5,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,1,0,3.054433777
4700000,1600000,40000000,10000000,1410000,A2,52,0.2,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,0,2.000323895
28000000,4231000,465000000,20000000,8400000,A2,51,18.8,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E5,2,3,3.047398298
4879382,3803000,377000000,110000000,1463814,A2,52,1.3,M,CASADO,EMPLEADO,MASTER,PROPIA,E3,1,0,2.063035824
4000000,2200000,46000000,8000000,1200000,A2,52,4.9,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,3,3,3.005479486
5000000,3500000,248000000,30000000,1500000,A2,50,7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,3,2,2.043196523
2182718,800000,162000000,25000000,654815,A2,51,0.2,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,4,0,2.033336428
10000000,5500000,425000000,35000000,3000000,A2,49,24.7,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,2,2,2.010177012
4350000,2480000,215000000,50000000,1305000,A2,49,4.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E6,2,1,2.062061118
1300000,490000,32000000,400000,390000,A2,48,3,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,0,0,2.085269719
1300000,1000000,100000000,0,390000,A2,67,20.2,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,1.086273037
6658700,4500000,442000000,187000000,1997610,A2,47,0.7,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,4,0,3.077135525
1500000,200000,20000000,0,450000,A2,46,1.3,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,3,0,1.041370368
15200000,2250000,436000000,2500000,4560000,A2,46,2,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,2,0,0.08465510373
4500000,1930000,162000000,0,1350000,A2,45,6.1,M,SOLTERO,EMPLEADO,DOCTORADO,PROPIA,E3,0,0,2.073504403
2700000,1900000,127000000,50000000,810000,A4,44,5.2,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,0,0,3.078784228
5000000,1200000,140000000,40000000,1500000,A2,43,0.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,0,0,2.004941306
5502740,2000000,173000000,38000000,1650822,A4,59,2.1,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,5,2,2.001672992
28000000,9000000,300000000,100000000,8400000,A2,65,42.4,M,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,0.02569808352
6000000,5000000,180000000,0,1800000,A2,69,34.6,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.076093956
8000000,2219000,80000000,10000000,2400000,A2,63,34.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,0.04868725382
12700000,4300000,379200000,4153000,3810000,A2,58,36.8,M,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,2.001134428
15000000,12000000,305000000,1400000,4500000,A2,60,27.3,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,0.05007736952
11422000,5000000,295000000,145000000,3426600,A2,59,0.8,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,0,2.021143228
30000000,15000000,1567389000,403139000,9000000,A4,62,33.6,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,3,1,2.079174214
4569191,500000,233000000,0,1370757,A2,53,21.8,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,3.094082469
1360000,900000,113000000,10000000,408000,A2,51,2.2,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,2,1,1.062850114
2300000,400000,8000000,0,690000,A2,24,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,0.0527199895
2050000,908000,40000000,2500000,615000,A2,29,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,0.04839651782
4029000,1230000,35000000,34000000,1208700,A2,29,4.4,F,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E4,0,0,2.04750831
4600000,1050000,44600000,7000000,1380000,A2,27,0.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,0,0,2.025647589
3600000,300000,39000000,21000000,1080000,A2,27,0.7,F,SOLTERO,EMPLEADO,MASTER,FAMILIAR,E4,0,0,3.083531034
3600000,1600000,87000000,30000000,1080000,A2,28,0.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.044320282
1490000,400000,8000000,7000000,447000,A2,30,5.5,M,UNION_LIBRE,EMPLEADO,BACHILLERATO,FAMILIAR,E3,0,0,2.015557895
2400000,800000,30000000,0,720000,A4,27,0.3,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,0,0,2.095738959
4722000,700000,21000000,5230000,1416600,A4,28,2.2,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,0,0,1.045034701
750000,450000,21000000,8000000,225000,A2,27,4.7,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,0,0,1.059460318
1500000,300000,8000000,0,450000,A2,26,1.4,F,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E6,1,0,0.07074462744
1616000,200000,1500000,0,484800,A2,25,1.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.024787023
2200000,550000,8000000,8000000,660000,A2,30,1.9,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.080912506
2200000,300000,8500000,0,660000,A2,30,3.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,2.084756108
2100000,300000,47000000,18000000,630000,A2,29,4.4,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,3.038683807
2200000,1100000,19000000,16000000,660000,A2,29,0.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.065910847
1500000,800000,100500000,6800000,450000,A4,29,0.1,M,CASADO,INDEPENDIENTE,BACHILLERATO,FAMILIAR,E5,0,0,1.005195302
1600000,500000,26000000,1500000,480000,A2,28,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,0,0,2.001012492
3100000,600000,10000000,0,930000,A2,28,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,0.06486442842
2050000,641000,105000000,1631000,615000,A2,28,3.9,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.07382089
1000000,100000,6000000,0,300000,A4,28,3.8,M,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,0,0,3.066059612
1800000,700000,28000000,1,540000,A2,28,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,1,3.065170659
1361560,650000,1500000,200000,408468,A2,27,2.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.066973947
2800000,1065000,700000,700000,840000,A2,27,1.8,M,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,0,0,0.007792280718
4143000,800000,2000000,0,1242900,A2,28,2.6,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,3.081309742
800000,250000,15000000,2000000,240000,A3,26,3.7,M,SOLTERO,ESTUDIANTE,UNIVERSITARIO,FAMILIAR,E6,0,0,1.013675095
2800000,300000,2500000,0,840000,A2,26,1,F,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,0,0,2.051291661
2200000,950000,34000000,22000000,660000,A2,25,0.7,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E6,0,0,1.072241849
1300000,550000,5000000,300000,390000,A2,25,0.3,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,1.03656132
2100000,500000,1000000,0,630000,A2,24,1.1,F,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,3.030202113
1909620,400000,3000000,1,572886,A2,24,0.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,0.09666631179
2100000,700000,45000000,1000000,630000,A2,24,0.1,F,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,1.054674535
1200000,200000,4000000,800000,360000,A3,22,1.4,F,SOLTERO,ESTUDIANTE,UNIVERSITARIO,FAMILIAR,E5,0,0,2.06214188
2000000,500000,10000000,0,600000,A3,20,1,M,SOLTERO,ESTUDIANTE,TECN-TECNOL,FAMILIAR,E5,0,0,2.050015551
1780000,800000,90000000,13000000,534000,A2,30,0.5,M,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,3.034593536
1450000,200000,2000000,0,435000,A2,28,3.7,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.045764819
1300000,300000,22000000,8000000,390000,A2,28,6.6,F,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,0,0,2.029724099
2200000,400000,25000000,5200000,660000,A2,26,1.8,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,0,0,2.098215328
2360000,1200000,105000000,38000000,708000,A2,36,1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,0.0789088133
2750000,500000,18000000,0,825000,A2,29,1.8,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.051338775
1800000,650000,40000000,0,540000,A2,23,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,0.0347073305
4600000,1200000,28000000,19500000,1380000,A2,29,3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,0,0,3.084144423
10000000,2800000,340000000,35000000,3000000,A2,62,26.5,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,0,0,1.083611498
3500000,1500000,90000000,17000000,1050000,A2,50,7.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,1,3.031022399
2880000,653000,36000000,1000000,864000,A2,27,0.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,0,0,3.055363064
4700000,800000,48000000,0,1410000,A2,26,0.1,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,0.09921993247
5525000,1000000,90000000,3000000,1657500,A6,84,45.2,M,CASADO,PENSIONADO,UNIVERSITARIO,PROPIA,E3,3,0,1.032335584
8500000,1000000,0,0,2550000,A2,73,28,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,0,0,1.023321803
2800000,100000,1000000,0,840000,A2,34,2.3,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.004759905
9000000,4000000,1800000000,12000000,2700000,A2,79,3.9,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,3.090453828
7500000,3000000,650000000,0,2250000,A2,64,24.1,M,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,2,0.08798283946
2800000,2000000,188000000,1,840000,A2,77,33.7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,0.04190093774
13000000,2000000,284000000,138000000,3900000,A2,56,15.8,M,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,0,0,3.016483742
8950243,4500000,500000000,160000000,2685072,A6,70,6.8,M,CASADO,PENSIONADO,ESPECIALIZACION,PROPIA,E3,2,0,1.006929033
